Set,name,graphics,text,type,rarity,unique,prowess,body,mind,influence,mp,home_site,skills,race,class,cp,back,sp,specific,strikes,subclass,site_type,site_path,draw,draw_opp,region,haven,playable,auto_attack,special
gw,Deep Cleft,Deep Cleft.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{S},{w}{b}{s},3,3,Dragon Gap,Lórien,"Items (minor, major)",Orcs — 3 strikes with 7 prowess,"The Escaped Slaves faction is playable at this site (without playing Rescue Prisoners), if you have played a Stolen Knowledge resource at the site this turn."
gw,Deep Cleft,Deep Cleft.jpg,,Minion Site,C,yes,,,,,,,,,,,1,,,,,{S},{s}{d}{s},2,2,Dragon Gap,Carn Dûm,Items (minor),Orcs — 3 strikes with 7 prowess (detainment against overt companies if Great Army of the North is in play),"Non-Nazgûl creatures played at this site attack normally, not as detainment. The Grey Mountain Goblins faction is playable at this site."
gw,Dragon Gap,Dragon Gap.jpg,,Resource,U,,,,,,,,,,Region,,,,,,,,,,,,,,,
gw,Dragon's Den,Dragon's Den.jpg,,Fallen-wizard Site,C,,,,,,,,,,,,1,1,,,,{K},,2,2,Special,,,,"Dragon-lord only. Place this card on your Dragon-lord's home site (or any site that has become one of your Dragon's Dens). The site is considered a Darkhaven [K] for your companies. Nothing is considered playable here as written on the site card. All attacks against your companies at the site are cancelled, except CvCC involving a Dragon. You may store items at this site during the end-of-turn phase. Whenever you store an item at this site, any opponent may take a version of the item from his sideboard to his hand. This card returns to your location deck when its associated site leaves active play."
gw,Grey Mountains,Grey Mountains.jpg,,Resource,C,,,,,,,,,,,,,,,,,,,,,,,,,
gw,Gyogorasag Sanctuary,Gyogorasag Sanctuary.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{F},{w}{b}{w}{w}{w},3,3,Southern Rhovanion,Lórien,,,this site is considered a Haven [H] for the purpose of healing.
gw,Gyogorasag Sanctuary,Gyogorasag Sanctuary.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{F},{d}{w},1,2,Southern Rhovanion,Dol Guldur,Items* (minor) *—non battle gear items only—,Men — each character faces a strike with 6 prowess (detainment against covert company),Characters in a covert company heal at this site (during the site phase). Poison and Wose Shamanist Potion may be played from sideboard at this site.
gw,Gyogorasag Sanctuary,Gyogorasag Sanctuary.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{F},{d}{w},1,2,Southern Rhovanion,Dol Guldur,Items* (minor) *—non battle gear items only—,Men — each character faces a strike with 6 prowess (detainment against covert company),Characters in a covert company may heal at this site. Poison and Wose Shamanist Potion may be played from sideboard at this site.
gw,Long Peak,Long Peak.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{s}{w},2,2,Grey Mountains,Dol Guldur,"Items (minor major, greater*) *—battle gear items only—",Dragon — 1 strikes with 14 prowess,Ancient Dwarf-ruin. During the site phase you may tap any of your characters at this site to place a token on this site; Dragon-scales is playable here if there are at least 5 tokens on the site (as if the associated Dragon has been defeated). Remove any tokens after you have played Dragon-scales at the site.
gw,Long Peak,Long Peak.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},2,2,Grey Mountains,Lórien,"Items (minor major, greater*) *—battle gear items only—",Dragon — 1 strikes with 14 prowess,Ancient Dwarf-ruin. During the site phase you may tap any of your characters at the site to place a token on this site; Dragon-scales is playable here if there are at least 5 tokens on the site (as if the associated Dragon had been defeated). Remove any tokens after you have played Dragon-scales at the site.
gw,Misty Mountains,Misty Mountains.jpg,,Resource,C,,,,,,,,,,,,,,,,,,,,,,,,,
gw,Norr-dûm,Norr-dûm.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{s}{w},2,2,Grey Mountains,Dol Guldur,"Items (minor, major, greater, gold ring)",Dragon — 2 strikes with 13 prowess,Ancient Dwarf-ruin. This site is considered a Dwarf-hold for the purpose of playing Long Forgotten Gold.
gw,Norr-dûm,Norr-dûm.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},2,2,Grey Mountains,Lórien,"Items (minor, major, greater, gold ring)",Dragon — 2 strikes with 13 prowess,"Ancient Dwarf-ruin. When an item is played that taps this site, one character in the company may tap and play Pale Enchanted Gold from your discard pile."
gw,Shab Arch,Shab Arch.jpg,,Hero Site,C,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{s},3,3,Forovirkain,Lórien,"Items (minor, major, greater)",Dragon — 2 strikes with 12 prowess,"A ranger at this site may tap to force opponent to reveal from the top of his play deck a number of cards equal to two times the number of unique Dragon manifestations in play (+2); one non-Dragon hazard creature thus revealed (of opponent's choice) attacks the company (opponent shuffles the remaining cards back into his play deck); unless it is an Orc creature, it must be playable keyed to regions in the sites site path (by name or type). Discard the creature if not defeated."
gw,Shab Arch,Shab Arch.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{s}{d}{s}{s},2,3,Forovirkain,Carn Dûm,"Items (minor, major, greater)",Dragon — 2 strikes with 12 prowess,A company at or moving to this site may tap a character to play Ready to His Will from sideboard on an Orc or Troll hazard creature attack it faces.
gw,Sonotor's Mound,Sonotor's Mound.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{w},1,2,Misty Mountains - Northern Spur,Dol Guldur,"Information, Items* (minor, major, greater**) *—only if the company discards a Lost Knowledge card it controls— **—non-unique battle-gear items only—",Animals. Bears — 2 strikes with 9 prowess,Anduin Vales; Gundabad. Contains a hoard. The Misty Mountain Wargs faction is playable at this site.
gw,Sonotor's Mound,Sonotor's Mound.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{w},2,2,Misty Mountains - Northern Spur,Lórien,"Information, Items (minor) *—only if Gates of Morning or Doors of Night is in play—",Animals. Bears — 1 strike with 9 prowess,"Anduin Vales; Gundabad. Contains a hoard. If Skies of Fire, Sun or Moon is in play, major items are also playable at the site."
gw,Steel Fall,Steel Fall.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},1,3,Grey Mountains,Lórien,"Items (minor, major, greater, gold ring)",Undead. Dragon — 1 strike with 16 prowess —neither attack nor strikes can be cancelled or made ineffectual—,"When this site is revealed for a moving company, opponent may search his discard pile for a card, which must be placed on-guard. If this card is not revealed during the site phase, it returns to the discard pile. Any item normally worth more than 3 mp and playable at non-specific sites may be played at this site."
gw,Steel Fall,Steel Fall.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{b}{s}{w},2,3,Grey Mountains,Dol Guldur,"Items (minor, major, greater, gold ring)",Undead. Dragon — 1 strike with 16 prowess —neither attack nor strikes can be cancelled or made ineffectual—,"When this site is revealed for a moving company, opponent may search his discard pile for a card, which must be placed on-guard. If this card is not revealed during the site phase, it returns to the discard pile. Any item worth more than 3 mp and playable at non-specific sites may be played at this site."
gw,Thunder Cleft,Thunder Cleft.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},2,2,Withered Heath,Lórien,"Items (minor, major)",Dragon — 1 strike with 13 prowess (attacker chooses defending character),Ancient Dwarf-ruin. Durang may be played by a Dwarf at this site (as if at an Under-deeps site).
gw,Thunder Cleft,Thunder Cleft.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{w}{w}{w},2,2,Withered Heath,Dol Guldur,"Items (minor, major)",Dragon — 1 strike with 13 prowess (attacker chooses defending character),Ancient Dwarf-ruin. Durang may be played by a Dwarf or Orc at this site(as if at an Under-deeps site).
gw,Tower of the Wolf-friend,Tower of the Wolf-friend.jpg,,Hero Site,U,yes,,,,,,,,,,,1,,,,,{R},{w}{b}{s}{w},2,3,Withered Heath,Lórien,"Information, Items (minor)",Wolves — 3 strikes with 6 prowess,Contains a hoard. Wild Fell Beast may be played at this site. Any company at this site has its hazard limit increased by one for every unique Dragon manifestation in play.
gw,Tower of the Wolf-friend,Tower of the Wolf-friend.jpg,,Minion Site,U,yes,,,,,,,,,,,1,,,,,{R},{d}{w}{w}{w},2,2,Withered Heath,Dol Guldur,"Information, Items (minor)",Wolves — 3 strikes with 6 prowess,Contains a hoard. Wild Fell Beast may be played at this site. Any company at this site has its hazard limit increased by one for every unique Dragon manifestation in play.
nec,Aryen,Aryen.jpg,"Unique. Grey agent. +3 EI against Animal and Wolf factions. tap: cancel an Animal, Spider, or Wolf attack against his company. Agent only: tap: allow one non-unique Animal or Wolf hazard creature to be played at his Border-hold [B] or Ruins & Lairs [R] this phase; it must be keyable to a non-Coastal Sea region by type.",Hero Resource,R,yes,4,8,6,1,2,"Buhr Widu, Mountains of Mirkwood",,,Scout/Ranger Man,,,,,,,,,,,,,,,
nec,Bulrakur,Bulrakur.jpg,"Unique. Black player only. Scara-hai. Leader. +2 EI against Scara-hai. +2 prowess against Elves, Men, Orcs, Animals, Spiders, and Wolves. Cannot use a weapon; when he controls Counterfeit, ignore its normal effect, but he may use a weapon.",Minion Character,R,yes,5,8,6,1,2,"Cirith Gorgor, Durthang",Warrior/Ranger,Orc,,,,,,,,,,,,,,,,
nec,Djerul,Djerul.jpg,"Unique. Can use spirit-magic. Discard a Poisonous Despair from hand to give a detainment attack against her company -3 prowess, or to tap one non-Elf, non-avatar character at her site (your choice); Djerul makes a CP modified by -3.",Minion Character,C,yes,1,9,4,1,1,"Lugarlur, Temple of Lokûthor",Sage/Diplomat,Man,,,,,,,,,,,,,,,,
nec,Gaurhir,Gaurhir.jpg,Unique. Werewolf. +2 EI against Scara-hai. Can use shadow-magic and spirit-magic. Is also considered a wolf ally for the purpose of resource events; counts as The Balrog for the purpose of Fled into Darkness and Glance of Arien.,Minion Character,R,yes,4,9,7,2,2,"Durthang, Minas Durlith",Sage/Diplomat,Demon,,,,,,,,,,,,,,,,
nec,Goblin-miner,Goblin-miner.jpg,+1 prowess against Dwarves. Discard on a body check result of 7. Costs no influence to control if controlled by an Orc or Troll leader bearing a Whip. +1 to his company’s Under-deeps movement rolls.,Minion Character,C,,2,7,2,0,,any Orc-hold,Warrior,Orc,,,,,,,,,,,,,,,,
nec,Grachev Hos,Grachev Hos.jpg,Unique. +2 EI against characters and factions playable at sites in Nuriag or its adjacent regions. tap: take one Servants in the South and East from your discard pile to your hand. Sauron only: discard The Dark Power from hand to make a Man attack against his company detainment.,Minion Character,C,yes,4,8,6,1,2,"Mistrand, Nurniag Camp",Warrior/Ranger/Diplomat,Man,,,,,,,,,,,,,,,,
nec,Gûrthlug,Gûrthlug.jpg,Unique. Minion only. Half-troll. Leader. +2 EI against Orcs and Trolls. +2 EI against the Snaga-hai faction; she may play this faction at any Dark-hold [D]. tap: take Snaga-hai from your discard pile to your hand or bring Hold Rebuilt and Repaired from your discard pile to your play deck and shuffle.,Minion Character,C,yes,5,8,6,1,2,"Barad-wath, Mines of Angûrath",Warrior/Diplomat,Troll,,,,,,,,,,,,,,,,
nec,Hurog,Hurog.jpg,"Unique. Uruk-hai. Leader. Discard on a body check result of 8. +2 EI against Orcs. +1 prowess against Dwarves and Men. If Great Army of the North is in play, any non-unique Orc hazard creature is playable keyed to Hurog’s region; if you receive any mp for it, Hurog and his followers receive +1 to their CP.",Minion Character,R,yes,5,8,7,2,2,"Deep Cleft, Mount Gundabad",Warrior/Sage/Diplomat,Orc,,,,,,,,,,,,,,,,
nec,Hurog,Hurog.jpg,"Unique. Uruk-hai. Leader. Discard on a body check result of 8. +2 EI against Orcs. +1 prowess against Dwarves and Men. If Great Army of the North is in play, any followers he controls receive +1 to their C CP, and.any non-unique Orc hazard creature is playable keyed to his current region.",Minion Character,R,yes,5,8,7,2,2,"Deep Cleft, Mount Gundabad",Warrior/Sage/Diplomat,Orc,,,,,,,,,,,,,,,,
nec,Leardinoth,Leardinoth.jpg,Unique. Can use spirit-magic. + 1 EI against characters and factions playable at his home site. Any non-unique Half-orc character may be brought into play with Leardinoth at his home site.,Minion Character,R,yes,4,8,6,2,2,"Dol Guldur, Strayhold",Warrior/Sage,Man,,,,,,,,,,,,,,,,
nec,Orc Archer,Orc Archer.jpg,May be brought into play at any Orc-hold if an overt leader is at the site. Discard on a body check result of 7. tap: play Hail of Darts on his company (regardless of the phase); Orc Archer receives +1 to his prowess and body this turn. tap: give one strike from an attack (or in CvCC) -1 to prowess and body.,Minion Character,C,,2,7,1,0,,any Dark-hold,Warrior,Orc,,,,,,,,,,,,,,,,
nec,Orc Grunt,Orc Grunt.jpg,"Discard on a body check result of 9. -1 to his CP. If there are at least two other Orcs in his company, his prowess and body are modified by -1 when not tapping to face a strike (instead of -3).",Minion Character,C,,2,9,2,0,,any Orc-hold,Warrior,Orc,,-1,,,,,,,,,,,,,,
nec,Orc Grunt,Orc Grunt.jpg,"Discard on a body check result of 9. -1 to his CP. If in a company with at least two other Orcs, when not tapping to face a strike his prowess is only modified by -1; he receives -1 to body against the strike.",Minion Character,C,,2,9,2,0,,any Orc-hold,Warrior,Orc,,-1,,,,,,,,,,,,,,
nec,Orc Shaman,Orc Shaman.jpg,Can use spirit-magic. +1 EI while controlling a trophy. Cannot be duplicated by a given player unless he has a unique Orc faction in play for each Orc Shaman. Remove from the game a trophy in the company or a prisoner he controls to heal an Orc or Troll in the company (from wounded to tapped; tap Orc Shaman if untapped).,Minion Character,C,,3,7,4,0,1,any Orc-hold,Warrior/Sage,Orc,,,,,,,,,,,,,,,,
nec,Orc Shaman,Orc Shaman.jpg,Can use spirit-magic. +1 EI while controlling a trophy. Cannot be duplicated by a given player unless he has a unique Orc faction in play for each Orc Shaman. tap: and remove from the game a trophy in the company or a prisoner he controls to heal an Orc or Troll in the company (from wounded to tapped).,Minion Character,C,,3,7,4,0,1,any Orc-hold,Warrior/Sage,Orc,,,,,,,,,,,,,,,,
